,0.1,0.01,0.001
0.01,3.9907904834996164,12.279355333844972,40.44512663085188
0.1,3.9907904834996164,12.279355333844972,36.761320030698386
1.0,3.9907904834996164,11.895625479662318,21.028396009209516
