,0.1,0.01,0.001
0.01,3.9907904834996164,10.207214121258634,43.13123561013047
0.1,3.9907904834996164,10.207214121258634,43.284727551803535
1.0,3.9907904834996164,10.207214121258634,22.947045280122794
